Year;Month;Day;Hour;Minutes;Seconds;Longitude;Latitude;
2022;4;27;23;27;40;-2.22735;43.441;
2022;4;27;23;58;44;-2.226680556;43.4403;
2022;4;28;0;41;44;-2.227611111;43.44;
2022;4;28;1;12;48;-2.229019444;43.4402;
2022;4;28;1;49;51;-2.230030556;43.4409;
2022;4;28;2;29;53;-2.23125;43.4419;
2022;4;28;2;56;57;-2.23145;43.4422;
2022;4;28;3;38;0;-2.232430556;43.443;
2022;4;28;4;29;51;-2.232711111;43.4441;
2022;4;28;4;57;19;-2.232630556;43.4445;
2022;4;28;5;28;6;-2.232480556;43.4449;
2022;4;28;5;57;26;-2.232461111;43.4452;
2022;4;28;6;32;11;-2.232461111;43.4449;
2022;4;28;7;12;16;-2.231769444;43.4444;
2022;4;28;7;44;20;-2.23095;43.4443;
2022;4;28;8;24;18;-2.229019444;43.4434;
2022;4;28;8;52;20;-2.227630556;43.4427;
2022;4;28;9;27;23;-2.22565;43.4414;
2022;4;28;10;3;27;-2.223619444;43.4397;
2022;4;28;10;47;30;-2.221361111;43.4368;
2022;4;28;11;32;33;-2.2193;43.4321;
2022;4;28;12;4;23;-2.219111111;43.4291;
2022;4;28;12;11;39;-2.219219444;43.4271;
2022;4;28;12;27;39;-2.2195;43.4253;
2022;4;28;12;57;42;-2.2204;43.4226;
2022;4;28;13;23;45;-2.221811111;43.4197;
2022;4;28;13;45;30;-2.222311111;43.4173;
2022;4;28;13;58;59;-2.223511111;43.4159;
